35,586
35,586
35,586
35,586
35,586
35,586
35,586
35,586
35,586
35,586
35,584
35,584
35,584
35,584
35,584
35,584
35,584
35,584
35,476
35,476
35,476
35,476
35,476
35,476
35,476
35,476
35,370
35,370
35,370
35,370
35,370
35,370
35,370
35,370
35,323
35,323
35,323
35,323
35,323
35,323
35,323
35,323
35,323
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
35,306
